gender,region,education,income,customer lifetime value,policy type,vehicle class,monthly premium auto,total claim amount,number of open complaints
3200,M,North West,College,31670.0,0.071003251,Corporate Auto,Sports Car,179.0,1288.8,0.0
3201,F,North West,High School or Below,37824.84705495949,0.08007399376,Personal Auto,Sports Car,112.0,537.6,0.0
3202,F,Central,Bachelor,37824.84705495949,0.19511997820000002,Corporate Auto,Four-Door Car,70.0,491.112176,0.0
3203,F,North West,Bachelor,62534.0,0.08145985919,Personal Auto,Two-Door Car,68.0,326.4,0.0
3204,M,North West,Bachelor,26790.0,0.02810464447,Corporate Auto,Two-Door Car,71.0,340.8,0.0
3205,F,West Region,Bachelor,37824.84705495949,0.06846150323,Personal Auto,Two-Door Car,95.0,456.0,0.0
3206,F,North West,High School or Below,56178.0,0.03755806897,Personal Auto,Four-Door Car,94.0,451.2,0.0
3207,F,Central,High School or Below,28646.0,0.02393036297,Personal Auto,Four-Door Car,61.0,355.028632,0.0
3208,M,North West,High School or Below,31267.0,0.4063666734,Personal Auto,Sports Car,129.0,619.2,0.0
3209,M,Central,College,78250.0,0.09067658438000001,Personal Auto,Four-Door Car,114.0,547.2,0.0
3210,M,West Region,High School or Below,37824.84705495949,0.05619689084,Personal Auto,SUV,153.0,1027.000029,0.0
3211,M,West Region,Bachelor,65636.0,0.08013895125,Personal Auto,Four-Door Car,67.0,321.6,0.0
3212,M,West Region,Bachelor,43177.0,0.04089036013,Corporate Auto,SUV,103.0,420.966805,0.0
3213,M,North West,College,26733.0,0.05065486772,Personal Auto,Four-Door Car,66.0,218.717113,0.0
3214,F,North West,Master,12590.0,0.08372851175,Personal Auto,Two-Door Car,73.0,132.503461,0.0
3215,M,East,Bachelor,33481.0,0.6602575407,Personal Auto,Luxury SUV,188.0,1194.892002,0.0
3216,F,West Region,College,37824.84705495949,0.08175315246,Personal Auto,Four-Door Car,80.0,384.0,0.0
3217,M,North West,Doctor,25752.0,0.08720458745,Personal Auto,Two-Door Car,73.0,378.262864,0.0
3218,F,West Region,College,27982.0,0.03237500928,Personal Auto,Two-Door Car,87.0,14.743099,0.0
3219,M,West Region,Bachelor,29445.0,0.05354612433,Personal Auto,Four-Door Car,68.0,334.015169,0.0
3220,F,East,College,47455.0,0.023750017979999996,Personal Auto,Four-Door Car,61.0,278.804991,0.0
3221,F,Central,High School or Below,64125.0,0.08646504109,Personal Auto,SUV,108.0,369.818708,0.0
3222,F,North West,College,56830.0,0.06672127830999999,Personal Auto,Two-Door Car,83.0,319.799712,0.0
3223,M,West Region,College,58236.0,0.1291941828,Corporate Auto,SUV,108.0,67.253453,0.0
3224,M,East,Bachelor,54289.0,0.07385359236,Personal Auto,Four-Door Car,62.0,430.093647,0.0
3225,F,West Region,College,37824.84705495949,0.07200664877,Personal Auto,Four-Door Car,66.0,316.8,0.0
3226,M,West Region,College,47482.0,0.07281715134,Corporate Auto,Four-Door Car,93.0,594.177664,0.0
3227,M,Central,Master,60244.0,0.03237996209,Personal Auto,Four-Door Car,83.0,326.281835,3.0
3228,M,Central,College,20867.0,0.02722986709,Personal Auto,Four-Door Car,71.0,340.8,0.0
3229,M,West Region,Master,98138.0,0.1127772488,Personal Auto,Four-Door Car,93.0,427.52731,1.0
3230,M,West Region,High School or Below,37824.84705495949,0.08555887254,Personal Auto,Four-Door Car,81.0,583.2,0.0
3231,F,East,Bachelor,20327.0,0.02911923334,Personal Auto,Four-Door Car,74.0,824.254866,0.0
3232,F,North West,High School or Below,11828.0,0.1008348688,Personal Auto,Four-Door Car,90.0,571.479602,0.0
3233,M,Central,Doctor,50695.0,0.05704977144,Personal Auto,Two-Door Car,71.0,110.567069,0.0
3234,M,Central,High School or Below,37824.84705495949,0.07664809239999999,Personal Auto,Four-Door Car,107.0,770.4,0.0
3235,M,North West,High School or Below,98693.0,0.049090274870000006,Personal Auto,Four-Door Car,61.0,292.8,0.0
3236,F,North West,Bachelor,54507.0,0.05470060561,Personal Auto,SUV,138.0,702.990032,0.0
3237,M,Central,College,89703.0,0.05067002561,Personal Auto,SUV,126.0,601.983113,0.0
3238,F,East,College,37824.84705495949,0.048962714059999995,Personal Auto,Four-Door Car,71.0,421.147532,0.0
3239,M,West Region,Bachelor,37824.84705495949,0.04572041785,Personal Auto,Two-Door Car,67.0,357.14996,1.0
3240,M,North West,College,70882.0,0.08237376444,Personal Auto,Four-Door Car,69.0,124.380223,0.0
3241,F,Central,Bachelor,60817.0,0.039647307449999995,Personal Auto,Four-Door Car,103.0,494.4,1.0
3242,M,Central,Bachelor,72257.0,0.10901225249999999,Personal Auto,Four-Door Car,90.0,408.415481,0.0
3243,M,West Region,Doctor,90008.0,0.16304297769999998,Personal Auto,SUV,137.0,406.986034,0.0
3244,F,Central,High School or Below,93987.0,0.02619478929,Personal Auto,Two-Door Car,65.0,251.321448,0.0
3245,F,North West,High School or Below,81872.0,0.1402435839,Personal Auto,Four-Door Car,115.0,256.43803,0.0
3246,F,Central,Bachelor,60221.0,0.2432064401,Personal Auto,Four-Door Car,67.0,238.561687,0.0
3247,F,Central,Bachelor,33651.0,0.2424933685,Personal Auto,Four-Door Car,69.0,328.65413,1.0
3248,F,West Region,College,37824.84705495949,0.2086430762,Special Auto,Four-Door Car,61.0,216.08671,0.0
3249,M,North West,High School or Below,75741.0,0.08823852473,Corporate Auto,SUV,109.0,217.188864,0.0
3250,M,Central,Master,38086.0,0.07610203455,Personal Auto,Two-Door Car,96.0,243.237741,0.0
3251,F,West Region,High School or Below,38725.0,0.07486171897999999,Corporate Auto,Two-Door Car,64.0,307.2,0.0
3252,M,Central,High School or Below,20132.0,0.08763449963999999,Corporate Auto,Four-Door Car,86.0,412.8,3.0
3253,M,Central,Master,37824.84705495949,0.2738615024,Personal Auto,Sports Car,105.0,451.13986,0.0
3254,M,North West,High School or Below,44299.0,0.1112162179,Personal Auto,SUV,106.0,754.260616,5.0
3255,M,Central,High School or Below,98917.0,0.05657685223,Corporate Auto,Sports Car,139.0,336.612234,0.0
3256,F,West Region,College,91535.0,0.1893853677,Personal Auto,Four-Door Car,67.0,126.634634,1.0
3257,F,East,College,53484.0,0.1386583107,Corporate Auto,Two-Door Car,70.0,333.051529,0.0
3258,M,North West,Doctor,45318.0,0.0818891743,Personal Auto,SUV,103.0,494.4,0.0
3259,F,North West,Bachelor,46897.0,0.056265304349999996,Personal Auto,Four-Door Car,70.0,344.377218,0.0
3260,F,Central,Master,40135.0,0.03208919835,Personal Auto,Four-Door Car,80.0,78.008093,0.0
3261,M,Central,College,38606.0,0.052825430939999994,Personal Auto,Four-Door Car,68.0,413.288851,0.0
3262,F,North West,Bachelor,56550.0,0.086967107,Corporate Auto,Four-Door Car,73.0,162.775889,3.0
3263,F,North West,College,61146.0,0.05259444853,Personal Auto,Four-Door Car,65.0,273.018929,0.0
3264,M,Central,High School or Below,36409.0,0.07854771821,Personal Auto,Four-Door Car,66.0,316.8,0.0
3265,F,Central,Bachelor,90035.0,0.0643897103,Personal Auto,Four-Door Car,80.0,141.628547,0.0
3266,F,West Region,Bachelor,39669.0,0.1163357855,Personal Auto,Two-Door Car,98.0,492.935479,0.0
3267,F,Central,Master,57963.0,0.02442422113,Personal Auto,Four-Door Car,61.0,42.160829,0.0
3268,F,East,High School or Below,81872.0,0.1402435839,Personal Auto,Four-Door Car,115.0,256.43803,0.0
3269,F,West Region,High School or Below,25965.0,0.02491257604,Personal Auto,Four-Door Car,65.0,329.206567,0.0
3270,F,Central,High School or Below,59662.0,0.03410199334,Personal Auto,Four-Door Car,85.0,10.168824,0.0
3271,M,Central,College,27906.0,0.03842028065,Personal Auto,Four-Door Car,102.0,489.6,0.0
3272,F,North West,High School or Below,51032.0,0.03339853704,Personal Auto,Four-Door Car,83.0,349.954886,0.0
3273,F,Central,Bachelor,83771.0,0.05358269985,Personal Auto,Sports Car,133.0,482.328161,0.0
3274,F,North West,Bachelor,57052.0,0.09268672154,Corporate Auto,SUV,115.0,483.62724,1.0
3275,M,West Region,Master,51510.0,0.042003737279999995,Personal Auto,Four-Door Car,106.0,688.547375,0.0
3276,F,North West,College,34819.0,0.04829571981,Corporate Auto,Four-Door Car,61.0,185.898327,0.0
3277,F,West Region,Bachelor,31189.0,0.14244730690000001,Personal Auto,Sports Car,122.0,585.6,0.0
3278,F,West Region,College,32180.0,0.04095201692,Special Auto,Sports Car,103.0,558.835255,0.0
3279,M,West Region,Bachelor,27500.0,0.337188424,Corporate Auto,SUV,114.0,472.280461,0.0
3280,F,West Region,College,67018.0,0.07540054749,Personal Auto,Four-Door Car,94.0,104.427573,0.0
3281,M,Central,Bachelor,37824.84705495949,0.02821002026,Corporate Auto,Two-Door Car,77.0,436.369797,0.0
3282,F,North West,College,37824.84705495949,0.3669590627,Personal Auto,Luxury SUV,199.0,1062.090461,0.0
3283,F,West Region,Bachelor,33588.0,0.1973134147,Corporate Auto,Four-Door Car,62.0,419.921897,0.0
3284,M,North West,Doctor,56270.0,0.06685069081,Personal Auto,Four-Door Car,83.0,398.4,0.0
3285,M,Central,College,82800.0,0.08408317401,Corporate Auto,Four-Door Car,70.0,442.194796,0.0
3286,F,Central,College,37824.84705495949,0.07371585680000001,Personal Auto,Four-Door Car,68.0,425.137341,0.0
3287,M,North West,High School or Below,63891.0,0.04742106389,Corporate Auto,Two-Door Car,119.0,7.651121,0.0
3288,F,East,Master,43946.0,0.15865166,Corporate Auto,Sports Car,133.0,415.98615,0.0
3289,M,East,Bachelor,62039.0,0.053963116639999996,Personal Auto,Four-Door Car,68.0,265.877583,1.0
3290,M,North West,College,60475.0,0.0433038602,Personal Auto,Four-Door Car,107.0,513.6,0.0
3291,F,Central,High School or Below,70279.0,0.05708024308,Special Auto,Four-Door Car,71.0,331.231484,0.0
3292,F,North West,High School or Below,37824.84705495949,0.03500855508,Personal Auto,Two-Door Car,93.0,446.4,0.0
3293,F,North West,High School or Below,66676.0,0.03919366722,Personal Auto,Four-Door Car,97.0,558.099357,0.0
3294,M,Central,High School or Below,12048.0,0.029103172979999998,Corporate Auto,Four-Door Car,77.0,369.6,0.0
3295,F,Central,College,37824.84705495949,0.0482777681,Personal Auto,Four-Door Car,68.0,326.4,0.0
3296,F,Central,College,37824.84705495949,0.04811740943,Personal Auto,Two-Door Car,68.0,619.07199,0.0
3297,F,West Region,Master,36094.0,0.07834151482,Personal Auto,Two-Door Car,99.0,456.50357,1.0
3298,M,Central,Bachelor,37824.84705495949,0.1466623121,Corporate Auto,Four-Door Car,61.0,439.2,0.0
3299,F,East,College,63328.0,0.07199645715,Personal Auto,Two-Door Car,89.0,427.2,0.0
3300,M,Central,High School or Below,37824.84705495949,0.039147196450000005,Corporate Auto,Sports Car,112.0,587.861936,0.0
3301,F,East,High School or Below,36121.0,0.09470273932,Personal Auto,Four-Door Car,118.0,1107.145019,0.0
3302,M,West Region,Master,56005.0,0.05479555081,Personal Auto,Four-Door Car,68.0,326.4,1.0
3303,F,Central,High School or Below,48597.0,0.02488241391,Corporate Auto,Four-Door Car,71.0,305.697525,5.0
3304,F,West Region,High School or Below,37824.84705495949,0.058866157409999995,Personal Auto,Four-Door Car,81.0,583.2,0.0
3305,F,North West,College,42540.0,0.08406385414,Personal Auto,Four-Door Car,70.0,43.548973,0.0
3306,M,West Region,College,87544.0,0.08685915290000001,Corporate Auto,SUV,109.0,523.2,1.0
3307,M,Central,High School or Below,26292.0,0.2503037545,Personal Auto,Two-Door Car,80.0,384.0,2.0
3308,F,West Region,High School or Below,42696.0,0.1782256375,Personal Auto,Luxury Car,228.0,1273.741085,0.0
3309,M,Central,College,88009.0,0.02798679988,Corporate Auto,Two-Door Car,71.0,266.52482,0.0
3310,M,East,College,37824.84705495949,0.032886575,Personal Auto,Four-Door Car,97.0,1026.315988,0.0
3311,F,East,College,37824.84705495949,0.02004350666,Corporate Auto,Four-Door Car,66.0,316.8,4.0
3312,F,North West,Master,16181.0,0.137361325,Personal Auto,SUV,181.0,1261.319869,0.0
3313,M,North West,College,37824.84705495949,0.0441165582,Personal Auto,Two-Door Car,62.0,446.4,0.0
3314,F,Central,Bachelor,75438.0,0.05392440611,Personal Auto,SUV,136.0,438.480672,0.0
3315,F,North West,High School or Below,37824.84705495949,0.02561576924,Corporate Auto,Two-Door Car,73.0,842.87608,0.0
3316,M,North West,Bachelor,27681.0,0.0605707208,Corporate Auto,Two-Door Car,83.0,398.4,0.0
3317,F,Central,Bachelor,23444.0,0.2225669368,Corporate Auto,SUV,196.0,940.8,0.0
3318,F,East,Master,63684.0,0.02693530229,Personal Auto,Two-Door Car,68.0,343.889585,0.0
3319,F,North West,College,61737.0,0.04296604128,Personal Auto,Sports Car,107.0,495.670802,0.0
3320,M,West Region,High School or Below,37824.84705495949,0.11624821490000001,Personal Auto,Four-Door Car,113.0,813.6,0.0
3321,M,North West,Bachelor,52373.0,0.08749496793,Personal Auto,Four-Door Car,111.0,186.160527,0.0
3322,M,North West,Bachelor,58213.0,0.03155911309,Personal Auto,Four-Door Car,79.0,39.714767,0.0
3323,M,West Region,High School or Below,74142.0,0.03317904817,Personal Auto,Two-Door Car,83.0,398.4,0.0
3324,F,Central,High School or Below,37824.84705495949,0.07821188277999999,Personal Auto,Four-Door Car,109.0,784.8,0.0
3325,M,East,College,49746.0,0.04240925575,Corporate Auto,Four-Door Car,111.0,589.298521,3.0
3326,F,West Region,High School or Below,37824.84705495949,0.08992779137,Personal Auto,SUV,129.0,1059.572464,0.0
3327,M,North West,Bachelor,37824.84705495949,0.07304155450000001,Personal Auto,Four-Door Car,104.0,499.2,0.0
3328,F,Central,Bachelor,39854.0,0.052175132869999995,Personal Auto,Two-Door Car,66.0,261.930545,0.0
3329,F,Central,Master,36650.0,0.02725356404,Corporate Auto,Four-Door Car,69.0,56.60333,1.0
3330,F,West Region,High School or Below,32756.0,0.1856950063,Personal Auto,Two-Door Car,93.0,381.118731,0.0
3331,M,Central,College,36268.0,0.09985366015,Personal Auto,Four-Door Car,86.0,531.164627,1.0
3332,F,North West,Bachelor,23815.0,0.08257666512,Personal Auto,Four-Door Car,73.0,424.330166,0.0
3333,F,Central,College,37824.84705495949,0.08002308333,Corporate Auto,SUV,107.0,513.6,0.0
3334,M,Central,High School or Below,39188.0,0.05897745369,Personal Auto,Four-Door Car,74.0,355.2,0.0
3335,M,Central,College,58089.0,0.046864696739999996,Personal Auto,SUV,118.0,566.4,0.0
3336,F,North West,High School or Below,62120.0,0.0594307303,Corporate Auto,Four-Door Car,74.0,28.31732,0.0
3337,F,North West,High School or Below,26540.0,0.026484710570000004,Personal Auto,Four-Door Car,69.0,378.432035,0.0
3338,M,West Region,College,28215.0,0.04650063763,Personal Auto,Two-Door Car,65.0,468.0,0.0
3339,F,Central,Doctor,61675.0,0.4485611397,Corporate Auto,SUV,123.0,482.550044,0.0
3340,M,West Region,Master,37824.84705495949,0.2657034335,Personal Auto,Sports Car,100.0,480.0,0.0
3341,F,Central,College,69600.0,0.02951294057,Personal Auto,Four-Door Car,74.0,341.396161,0.0
3342,F,West Region,College,40982.0,0.02464510412,Corporate Auto,Four-Door Car,62.0,106.665934,0.0
3343,M,North West,Bachelor,74015.0,0.05555830205,Personal Auto,Four-Door Car,72.0,471.443077,0.0
3344,M,West Region,High School or Below,37824.84705495949,0.03199703983,Personal Auto,Two-Door Car,94.0,1121.876091,0.0
3345,F,North West,Bachelor,37824.84705495949,0.02776317884,Personal Auto,Four-Door Car,79.0,509.028102,0.0
3346,M,Central,College,29439.0,0.1635531386,Personal Auto,SUV,146.0,700.8,0.0
3347,M,North West,College,37824.84705495949,0.07329889139,Personal Auto,Sports Car,108.0,518.4,0.0
3348,M,Central,Bachelor,74015.0,0.05555830205,Personal Auto,Four-Door Car,72.0,471.443077,0.0
3349,F,Central,College,67881.0,0.06383482152,Personal Auto,Two-Door Car,79.0,391.039166,0.0
3350,F,Central,High School or Below,96162.0,0.07758588506,Corporate Auto,Four-Door Car,97.0,376.569009,0.0
3351,F,West Region,College,39049.0,0.1493209982,Personal Auto,Two-Door Car,63.0,294.75626,0.0
3352,M,North West,Doctor,29808.0,0.08047410936,Personal Auto,SUV,105.0,52.456587,1.0
3353,F,West Region,Master,65727.0,0.10861515,Corporate Auto,SUV,134.0,363.995013,0.0
3354,F,East,High School or Below,37824.84705495949,0.02195295372,Personal Auto,Four-Door Car,62.0,446.4,1.0
3355,F,West Region,High School or Below,22283.0,0.02397036098,Corporate Auto,Four-Door Car,65.0,572.072106,0.0
3356,F,East,College,37435.0,0.04070045873,Personal Auto,SUV,105.0,314.441585,0.0
3357,M,North West,College,27756.0,0.05578522348000001,Corporate Auto,Two-Door Car,71.0,735.733206,0.0
3358,M,Central,High School or Below,86876.0,0.08139525579,Personal Auto,Four-Door Car,68.0,118.810361,0.0
3359,M,West Region,Bachelor,37824.84705495949,0.07444939419,Personal Auto,Four-Door Car,114.0,863.861736,0.0
3360,F,West Region,High School or Below,34062.0,0.07295332712000001,Corporate Auto,Four-Door Car,91.0,603.350571,0.0
3361,M,North West,High School or Below,37824.84705495949,0.053257245409999994,Personal Auto,Two-Door Car,73.0,496.474767,0.0
3362,F,East,College,37824.84705495949,0.02442212317,Corporate Auto,Four-Door Car,69.0,331.2,0.0
3363,F,Central,College,78358.0,0.1030765258,Corporate Auto,SUV,128.0,614.4,0.0
3364,F,West Region,Bachelor,12222.0,0.024617977380000003,Corporate Auto,Two-Door Car,67.0,321.6,1.0
3365,F,West Region,Bachelor,41247.0,0.025216843920000002,Personal Auto,Two-Door Car,64.0,307.2,0.0
3366,F,West Region,College,13663.0,0.2546482059,Corporate Auto,Four-Door Car,97.0,465.6,0.0
3367,F,Central,College,25531.0,0.02822591481,Personal Auto,Two-Door Car,74.0,355.2,0.0
3368,M,Central,College,58643.0,0.05811996703,Personal Auto,Four-Door Car,74.0,329.46648,0.0
3369,M,North West,Bachelor,48107.0,0.21850346269999998,Corporate Auto,Luxury SUV,190.0,912.0,2.0
3370,F,East,Bachelor,18643.0,0.09320240511,Corporate Auto,Four-Door Car,119.0,571.2,0.0
3371,F,Central,College,37824.84705495949,0.2230532351,Personal Auto,Two-Door Car,102.0,401.528957,0.0
3372,M,North West,Master,58645.0,0.22118812610000002,Personal Auto,SUV,110.0,427.723646,0.0
3373,F,North West,Bachelor,95058.0,0.0721816275,Personal Auto,SUV,177.0,89.712324,0.0
3374,F,East,Bachelor,37824.84705495949,0.061170349969999996,Corporate Auto,Four-Door Car,87.0,1032.609293,0.0
3375,F,North West,High School or Below,19715.0,0.04882289803,Personal Auto,Four-Door Car,66.0,475.2,4.0
3376,F,Central,Master,68787.0,0.026740755100000003,Personal Auto,Four-Door Car,66.0,105.379402,0.0
3377,M,Central,Bachelor,29056.0,0.07724678387,Personal Auto,Two-Door Car,66.0,355.531267,0.0
3378,F,North West,College,47829.0,0.04708203284,Personal Auto,SUV,117.0,561.6,1.0
3379,F,Central,Bachelor,13128.0,0.04447423455,Personal Auto,Four-Door Car,118.0,771.878514,0.0
3380,F,West Region,College,58946.0,0.04823558028,Personal Auto,SUV,121.0,486.720776,0.0
3381,M,North West,College,31614.0,0.05420361822,Personal Auto,Four-Door Car,71.0,234.683628,0.0
3382,F,West Region,Bachelor,44667.0,0.07583141211,Personal Auto,Four-Door Car,65.0,245.661376,0.0
3383,M,North West,College,37824.84705495949,0.03852425156,Personal Auto,Four-Door Car,111.0,937.824847,0.0
3384,M,West Region,High School or Below,91512.0,0.07647451823,Personal Auto,Luxury Car,189.0,907.2,0.0
3385,F,North West,High School or Below,26540.0,0.0522968034,Personal Auto,Four-Door Car,69.0,331.2,1.0
3386,M,North West,Bachelor,37824.84705495949,0.03614078436,Personal Auto,SUV,103.0,741.6,0.0
3387,M,Central,High School or Below,38798.0,0.028535126449999997,Personal Auto,Four-Door Car,72.0,332.945455,0.0
3388,F,North West,Bachelor,37824.84705495949,0.08543325538999999,Personal Auto,Sports Car,117.0,561.6,0.0
3389,F,North West,Bachelor,65629.0,0.05150416511000001,Personal Auto,Four-Door Car,64.0,89.411365,0.0
3390,F,Central,Master,33291.0,0.08723667122999999,Personal Auto,Four-Door Car,73.0,172.226165,1.0
3391,F,West Region,College,57264.0,0.1647747799,Personal Auto,Four-Door Car,84.0,129.249842,1.0
3392,F,West Region,Bachelor,60970.0,0.2633858626,Personal Auto,SUV,110.0,94.496547,0.0
3393,M,North West,College,34220.0,0.04244470352,Corporate Auto,SUV,109.0,523.2,1.0
3394,M,Central,Master,88997.0,0.05757442258,Personal Auto,Four-Door Car,72.0,174.041566,0.0
3395,M,Central,Doctor,18779.0,0.04826831451,Personal Auto,Four-Door Car,63.0,215.255721,0.0
3396,M,North West,College,50825.0,0.08092876959999999,Corporate Auto,SUV,102.0,369.614729,0.0
3397,M,Central,High School or Below,37824.84705495949,0.030112706280000002,Personal Auto,Four-Door Car,86.0,569.130423,0.0
3398,F,West Region,High School or Below,29218.0,0.08663919296,Personal Auto,Four-Door Car,72.0,502.369442,0.0
3399,M,West Region,High School or Below,95697.0,0.024715284310000002,Special Auto,Two-Door Car,61.0,114.273025,0.0
3400,F,North West,Doctor,61486.0,0.05627297887,Personal Auto,Two-Door Car,70.0,334.13351,0.0
3401,F,Central,Bachelor,37824.84705495949,0.07494087341,Personal Auto,Four-Door Car,68.0,326.4,0.0
3402,F,North West,Bachelor,17723.0,0.05452625449,Personal Auto,Two-Door Car,72.0,345.6,0.0
3403,M,West Region,High School or Below,72421.0,0.02592437797,Personal Auto,Four-Door Car,65.0,312.0,0.0
3404,F,West Region,College,36510.0,0.06721893743,Personal Auto,Four-Door Car,84.0,286.781601,0.0
3405,M,North West,Bachelor,35396.0,0.05500576161,Personal Auto,Two-Door Car,70.0,336.0,0.0
3406,F,North West,College,69230.0,0.025506590529999998,Special Auto,Four-Door Car,63.0,283.241868,0.0
3407,F,East,Master,28054.0,0.07771582097,Corporate Auto,SUV,195.0,571.663256,1.0
3408,F,West Region,College,25866.0,0.04236301454,Personal Auto,Four-Door Car,109.0,523.2,0.0
3409,F,North West,Bachelor,23675.0,0.09025067525000001,Personal Auto,Four-Door Car,117.0,707.925645,0.0
3410,M,West Region,Master,37824.84705495949,0.026159119340000002,Personal Auto,Two-Door Car,71.0,340.8,0.0
3411,F,Central,Bachelor,37824.84705495949,0.023962192920000003,Personal Auto,Four-Door Car,66.0,433.160284,2.0
3412,F,West Region,Bachelor,37824.84705495949,0.047844162669999996,Personal Auto,Two-Door Car,68.0,326.4,0.0
3413,M,Central,College,28142.0,0.03873647046,Personal Auto,Sports Car,105.0,701.708239,0.0
3414,M,North West,College,23706.0,0.07806137458,Corporate Auto,Four-Door Car,68.0,326.4,1.0
3415,M,Central,College,37824.84705495949,0.047176257269999994,Personal Auto,SUV,131.0,628.8,0.0
3416,M,East,Bachelor,37824.84705495949,0.05625908671,Corporate Auto,Four-Door Car,85.0,872.203927,0.0
3417,F,Central,Master,83527.0,0.05182941518,Personal Auto,Two-Door Car,64.0,39.127298,1.0
3418,M,Central,High School or Below,26876.0,0.06005214792,Personal Auto,Four-Door Car,76.0,364.8,0.0
3419,F,Central,High School or Below,55099.0,0.09837507586,Corporate Auto,Sports Car,122.0,260.265417,0.0
3420,F,Central,College,71661.0,0.05206028448,Personal Auto,Four-Door Car,65.0,312.0,0.0
3421,M,North West,Bachelor,18047.0,0.3629314678,Personal Auto,Luxury SUV,242.0,1350.379181,0.0
3422,M,East,College,90893.0,0.028371091780000003,Personal Auto,Two-Door Car,70.0,70.712507,0.0
3423,M,Central,College,90016.0,0.1178504181,Personal Auto,Four-Door Car,102.0,20.405935,4.0
3424,M,West Region,Bachelor,81285.0,0.03124933827,Personal Auto,Four-Door Car,81.0,441.765368,2.0
3425,F,Central,Bachelor,96950.0,0.1386210016,Personal Auto,Sports Car,115.0,633.132017,0.0
3426,M,West Region,Doctor,24814.0,0.08200269735,Special Auto,Two-Door Car,69.0,331.2,0.0
3427,F,North West,High School or Below,37824.84705495949,0.08456268179000001,Corporate Auto,Two-Door Car,90.0,648.0,3.0
3428,M,Central,Bachelor,37824.84705495949,0.02124173841,Personal Auto,Two-Door Car,61.0,60.5975,1.0
3429,F,North West,Master,52572.0,0.09045111945,Personal Auto,Four-Door Car,113.0,441.623031,0.0
3430,M,Central,Doctor,37824.84705495949,0.031873519930000004,Corporate Auto,Two-Door Car,85.0,595.160486,0.0
3431,F,West Region,High School or Below,41701.0,0.08113962284000001,Corporate Auto,Four-Door Car,68.0,64.646458,0.0
3432,M,North West,College,37824.84705495949,0.34039056129999995,Personal Auto,Sports Car,104.0,499.2,0.0
3433,M,Central,High School or Below,37824.84705495949,0.09087586819,Corporate Auto,Four-Door Car,80.0,384.0,0.0
3434,M,West Region,Bachelor,34179.0,0.1251979639,Corporate Auto,Sports Car,107.0,770.4,0.0
3435,M,North West,Bachelor,27681.0,0.0605707208,Personal Auto,Two-Door Car,83.0,398.4,0.0
3436,M,Central,Bachelor,37824.84705495949,0.04967044248,Corporate Auto,Four-Door Car,73.0,359.35328,0.0
3437,F,East,Bachelor,37824.84705495949,0.06933335325,Personal Auto,Four-Door Car,70.0,504.0,1.0
3438,F,East,High School or Below,78494.0,0.2239912944,Personal Auto,Two-Door Car,69.0,78.189401,0.0
3439,F,Central,College,37824.84705495949,0.021624173559999998,Personal Auto,Two-Door Car,66.0,316.8,2.0
3440,M,North West,Bachelor,56044.0,0.217765819,Personal Auto,SUV,182.0,952.849701,0.0
3441,M,North West,College,37937.0,0.09095049868,Personal Auto,SUV,116.0,556.8,0.0
3442,F,Central,High School or Below,77853.0,0.04228248035,Personal Auto,SUV,106.0,165.237444,0.0
3443,F,Central,College,72608.0,0.06521368813,Personal Auto,Four-Door Car,82.0,393.6,3.0
3444,M,West Region,High School or Below,36568.0,0.10209023240000001,Personal Auto,SUV,128.0,978.621302,0.0
3445,M,Central,High School or Below,37824.84705495949,0.07600443798,Personal Auto,SUV,110.0,796.987409,2.0
3446,F,East,Bachelor,59578.0,0.03894623983,Corporate Auto,Four-Door Car,98.0,403.67601,1.0
3447,M,North West,High School or Below,26032.0,0.08510758196000001,Personal Auto,SUV,109.0,638.098653,0.0
3448,M,North West,High School or Below,39618.0,0.02712832687,Corporate Auto,Four-Door Car,68.0,326.4,0.0
3449,M,Central,High School or Below,37824.84705495949,0.02258793954,Personal Auto,Four-Door Car,65.0,625.483498,0.0
3450,M,West Region,College,59438.0,0.04815851943,Special Auto,SUV,124.0,562.667789,0.0
3451,F,East,High School or Below,37824.84705495949,0.08007399376,Personal Auto,Sports Car,112.0,537.6,0.0
3452,M,East,Bachelor,37824.84705495949,0.030089695240000002,Personal Auto,Four-Door Car,87.0,401.484738,0.0
3453,F,East,Bachelor,89451.0,0.02530705137,Personal Auto,Four-Door Car,63.0,61.769564,0.0
3454,M,Central,High School or Below,44695.0,0.1078711572,Personal Auto,Four-Door Car,91.0,147.954285,0.0
3455,F,West Region,High School or Below,24581.0,0.1192375365,Personal Auto,Four-Door Car,101.0,484.8,0.0
3456,M,Central,Bachelor,37824.84705495949,0.051863597170000005,Personal Auto,Four-Door Car,73.0,194.944319,1.0
3457,F,Central,Bachelor,72334.0,0.10103648859999999,Corporate Auto,SUV,129.0,412.829624,3.0
3458,M,North West,High School or Below,19831.0,0.06438995346,Personal Auto,Four-Door Car,83.0,398.4,0.0
3459,M,West Region,High School or Below,40361.0,0.03909636524,Personal Auto,Four-Door Car,98.0,71.169255,0.0
3460,M,West Region,Bachelor,74656.0,0.13211010920000002,Personal Auto,Four-Door Car,111.0,504.365927,0.0
3461,M,North West,Master,25358.0,0.1461636817,Personal Auto,SUV,126.0,750.58561,0.0
3462,M,West Region,Bachelor,35461.0,0.037323450120000004,Corporate Auto,Four-Door Car,95.0,9.214343,1.0
